,index,entity_name,model_output
178,96252,height,108cm
179,96253,height,7.071/18cm
180,96254,depth,4.72in
181,96255,width,"106"""
182,96256,width,2.15 CM
183,96257,height,2.15 CM
184,96258,item_weight,The image does not provide any information about the item_weight.
185,96259,width,24cm
186,96260,height,100cm/39.3in
187,96261,height,12.5cm
188,96262,height,"39"""
189,96263,height,16.7CM
190,96264,height,142 mm
191,96265,depth,142 mm
192,96266,height,7.3 inches
193,96267,height,74cm
194,96268,height,15cm
195,96269,height,30.4cm
196,96270,depth,30.4cm
197,96271,height,60cm
198,96272,depth,40cm
199,96273,width,40cm
200,96274,depth,7.48 in
201,96275,height,7.48 in
202,96276,width,9.5cm
203,96277,depth,9.5cm
204,96278,depth,12cm
205,96279,width,12cm
206,96280,depth,2.40 in
207,96281,height,50x100cm
208,96282,width,30cm
209,96283,height,"6.5"""
210,96284,width,12.5 inches
211,96285,item_weight,20 TB
212,96286,height,11.0 cm
213,96287,height,"43.3"""
214,96288,height,9.45in
215,96289,depth,9.45in
216,96290,depth,28CM
217,96291,height,28CM
218,96292,depth,34 INCH (1 TON)
219,96293,width,34 INCH
220,96294,height,34 INCH
221,96295,height,12.59in
222,96296,width,"30.7"""
223,96297,width,"1.38"""
224,96298,depth,"4"" x 6"""
225,96299,height,"4.5"""
226,96300,depth,"4.5"""
227,96301,width,"4.5"""
228,96302,width,6.25 cm
229,96303,depth,10.7 inches
230,96304,height,220*110*85mm
231,96305,depth,5.8cm
232,96306,height,5.8cm
233,96307,height,5.5in/14cm
234,96308,width,47 inches
235,96309,height,19 inch
236,96310,depth,43.5cm
237,96311,width,43.5cm
238,96312,height,17.3 in
239,96313,height,230 mm
240,96314,height,18.5 cm
241,96315,item_volume,0.31 fl oz (10 mL)
242,96316,height,9.8cm
243,96317,depth,1.85in
244,96318,depth,16 in
245,96319,height,16 in
246,96320,height,3.4 cm
247,96321,depth,2.7cm
248,96322,height,9.45 in
249,96323,width,"17.5"""
250,96324,depth,"8.75"""
251,96325,height,"8.75"""
252,96326,width,180 WIDTH
253,96327,depth,1800 mm
254,96328,width,"28"""
255,96329,width,33cm
256,96330,depth,3.11 in
257,96331,width,21cm
258,96332,width,7.2 inch
259,96333,height,"13"""
260,96334,width,"32.75"""
261,96335,height,"32.75"""
262,96336,depth,0.7 inches
263,96337,width,0.7 inches
264,96338,height,4.7 inches
265,96339,depth,24 IN
266,96340,width,1.2cm
267,96341,height,24cm
268,96342,depth,24inch
269,96343,width,41cm
270,96344,width,165mm
271,96345,depth,6.5in
272,96346,height,20cm
273,96347,width,70cm
274,96348,height,70cm
275,96349,height,22cm
276,96350,height,11.8 inches
277,96351,depth,19.7 inch
278,96352,width,1.9cm
279,96353,item_volume,667 ml
280,96354,depth,9cm
281,96355,width,"2.56"""
282,96356,height,"7.99"""
283,96357,width,1.97 inch
284,96358,depth,1.97 inch
285,96359,height,3.34in
286,96360,depth,3.34in
287,96361,depth,75mm
288,96362,width,20.5 cm
289,96363,depth,5.7in
290,96364,width,5.1in
291,96365,height,48CM
292,96366,height,12 cm
293,96367,width,4.6 inches
294,96368,depth,4.6 inches
295,96369,maximum_weight_recommendation,110 LB
296,96370,height,1FT
297,96371,height,35cm
298,96372,width,35cm
299,96373,depth,22mm
300,96374,width,13.5 inch
301,96375,depth,9.7cm
302,96376,item_weight,The image does not provide the item_weight of the item.
303,96377,height,"7.96"""
304,96378,width,11.2 cm
305,96379,depth,45 cm
306,96380,width,45 cm
307,96381,height,12cm
308,96382,height,3.9 inch
309,96383,depth,7.88 inch
310,96384,width,The image does not provide the width of the items.
311,96385,height,10mm
312,96386,depth,10mm
313,96387,depth,7FT (210cm)
314,96388,height,7FT (210cm)
315,96389,width,2.2 cm
316,96390,height,"218.6 (9"")"
317,96391,width,"47.2""L"
318,96392,height,11.51 in / 29.33 cm
319,96393,depth,8.53 in / 21.7 cm
320,96394,width,8.53 in
321,96395,width,"22"""
322,96396,width,38cm
323,96397,depth,38cm
324,96398,item_weight,1 TB
325,96399,height,25cm
326,96400,depth,19.68 in
327,96401,depth,150mm
328,96402,width,400mm
329,96403,height,7.3 inches
330,96404,width,60MM
331,96405,height,60MM
332,96406,depth,60MM
333,96407,height,10 inches
334,96408,width,10 inches
335,96409,depth,10 inches
336,96410,height,11.5cm
337,96411,width,4.53 in
338,96412,depth,4.1in/10.5cm
339,96413,width,4.6in
340,96414,height,4.6in/11.8cm
341,96415,width,30cm
342,96416,item_weight,22g
343,96417,depth,150 cm
344,96418,height,700mm
345,96419,width,34mm
346,96420,depth,3.94 inch
347,96421,width,5.7145 inches
348,96422,width,7cm
349,96423,height,7cm
350,96424,depth,7cm
351,96425,width,6x6FT
352,96426,height,6x6FT
353,96427,depth,3x5 feet
354,96428,width,7.08 inches
355,96429,height,7.08 inch
356,96430,width,1.57 inch
357,96431,height,3 inch
358,96432,depth,3 inch
359,96433,height,220cm/87in
360,96434,depth,220cm
361,96435,width,220cm
362,96436,depth,W75cm x H105cm
363,96437,depth,7 inch
364,96438,width,7 inch
365,96439,height,7 inch
366,96440,height,150 cm
367,96441,depth,150 cm
368,96442,depth,1.96 inches
369,96443,height,1.96 inches
370,96444,width,3.15in
371,96445,height,1.96 inches
372,96446,height,31.5
373,96447,depth,85mm
374,96448,width,85mm
375,96449,height,"37"""
376,96450,width,19CM
377,96451,height,2.36 inches
378,96452,depth,2.36 inches
379,96453,width,The image does not provide a specific width value for the item.
380,96454,height,21.5cm
381,96455,height,22.5 cm
382,96456,depth,8.4 inches
383,96457,height,8.4 inches
384,96458,depth,2.76in/7cm
385,96459,height,2.76in/7cm
386,96460,width,610 mm
387,96461,depth,610 mm
388,96462,item_volume,12 FL OZ (355 mL)
389,96463,height,8cm
390,96464,depth,6cm
391,96465,height,"9.6"""
392,96466,width,24 cm
393,96467,height,24 cm
394,96468,depth,24 cm
395,96469,depth,The depth of the item is 8.7 cm.
396,96470,width,108 cm
397,96471,width,8 inches
398,96472,height,8 inches
399,96473,item_volume,200ml
400,96474,height,108cm
401,96475,depth,108cm
402,96476,height,443mm
403,96477,depth,"10.6"""
404,96478,height,"12"""
405,96479,depth,45cm (17.7in)
406,96480,height,45cm (17.7in)
407,96481,depth,7.3 inches
408,96482,width,7.3 inches
409,96483,width,3.2cm
410,96484,height,11.3 in
411,96485,width,2.5 cm
412,96486,depth,2.36 inch
413,96487,height,12in/30cm
414,96488,width,12in/30cm
415,96489,depth,12in/30cm
416,96490,width,4.6in/11.8cm
417,96491,height,51 Hiehe
418,96492,depth,10 cm
419,96493,width,10 cm
420,96494,width,12 inches
421,96495,depth,12 inches
422,96496,item_weight,100LB
423,96497,maximum_weight_recommendation,100LB
424,96498,depth,11.3cm
425,96499,height,11.3cm
426,96500,height,132MM (5.2in)
427,96501,width,465MM
428,96502,height,211mm
429,96503,height,250mm
430,96504,width,250mm
431,96505,depth,250mm
432,96506,width,200mm
433,96507,height,200mm
434,96508,width,"59"""
435,96509,width,40CM
436,96510,depth,40CM
437,96511,height,40CM
438,96512,height,7.5 inches
439,96513,height,2 ft
440,96514,width,2 ft
441,96515,height,38 cm
442,96516,height,296cm
443,96517,height,11cm
444,96518,height,123cm
445,96519,depth,3 inch
446,96520,height,7.8 inches
447,96521,depth,27cm
448,96522,width,27cm
449,96523,width,"8.9"""
450,96524,width,"15"""
451,96525,width,8.7 inches
452,96526,depth,0.7 in
453,96527,height,"3.9"""
454,96528,depth,"3.9"""
455,96529,width,"0.8"""
456,96530,depth,312mm
457,96531,width,312mm
458,96532,height,21 cm
459,96533,height,9.8 inches
460,96534,depth,43cm
461,96535,width,120 cm
462,96536,height,4.1 inch
463,96537,height,15cm
464,96538,item_weight,70g
465,96539,height,"11.42"""
466,96540,height,600x905mm
467,96541,depth,600x905mm
468,96542,height,32 inches
469,96543,depth,32 inch
470,96544,width,32 inch
471,96545,height,"70.8"""
472,96546,width,18cm
473,96547,width,7.88 inch
474,96548,height,230mm
475,96549,height,15.0cm
476,96550,width,7cm
477,96551,width,18.5 cm
478,96552,depth,1.5 cm
479,96553,height,1.5 cm
480,96554,height,110 cm / 43.31 inch
481,96555,depth,93 cm
482,96556,width,24.4 inch
483,96557,depth,3.11 inch
484,96558,height,24.87 inch
485,96559,depth,30CM
486,96560,width,30CM
487,96561,height,30CM
488,96562,depth,2.8 in
489,96563,height,2.8 in
490,96564,width,400mm
491,96565,depth,8.1 cm
492,96566,item_weight,The image does not provide the item_weight of the LCD camera battery charger.
493,96567,width,13cm
494,96568,item_volume,133 ml
495,96569,height,55cm / 21.81in
496,96570,width,30cm
497,96571,depth,30cm
498,96572,depth,14 cm
499,96573,item_weight,The image does not provide any information about the weight of the items.
500,96574,item_weight,The image does not provide the item_weight of the item.
501,96575,depth,2.5cm
502,96576,width,2.5cm
503,96577,depth,20CM/8IN
504,96578,depth,3.3in
505,96579,height,32mm
506,96580,height,"22.8"""
507,96581,height,"33.85"""
508,96582,height,22.4 inch
509,96583,width,23cm
510,96584,height,"20"""
511,96585,height,21.5 cm
512,96586,width,8cm
513,96587,width,10cm
514,96588,height,33cm
515,96589,width,33cm
516,96590,height,17 inches
517,96591,height,25mm/0.98in
518,96592,height,80 mm
519,96593,depth,45 mm
520,96594,width,45 mm
521,96595,width,7.5cm
522,96596,height,3.9 in
523,96597,height,50cm
524,96598,depth,50cm
525,96599,height,11 x 8.3 cm
526,96600,width,234cm
527,96601,depth,13.78 in
528,96602,height,390mm
529,96603,depth,139mm
530,96604,width,139mm
531,96605,height,139mm
532,96606,height,"H5"""
533,96607,depth,"5.5"""
534,96608,depth,50 mm
535,96609,height,50 mm
536,96610,depth,5CM
537,96611,height,18CM
538,96612,depth,3FT
539,96613,item_weight,1.16oz
540,96614,height,3.1 inch
541,96615,width,3.1 inch
542,96616,width,27.5cm
543,96617,depth,27.5cm
544,96618,height,27.5cm
545,96619,height,5.8cm
546,96620,depth,"13"""
547,96621,width,"10"" (25.4cm)"
548,96622,item_volume,32 FL OZ (0.9 L)
549,96623,height,7.8in
550,96624,height,140-200cm/55-79in
551,96625,width,41.5cm
552,96626,depth,140-200cm
553,96627,height,3.1 in
554,96628,width,21.5 cm
555,96629,height,"25.5"""
556,96630,height,"11.8"""
557,96631,item_weight,10g
558,96632,height,"18.9"""
559,96633,depth,4-inches
560,96634,height,6 inches
561,96635,width,8cm
562,96636,width,2.3cm
563,96637,depth,2.3cm
564,96638,item_weight,1.58lbs/0.72kg
565,96639,maximum_weight_recommendation,22lbs/10kg
566,96640,width,10 mm
567,96641,height,9cm
568,96642,width,9cm
569,96643,depth,9cm
570,96644,width,"22"""
571,96645,depth,"5"""
572,96646,width,"5"""
573,96647,depth,2.68 inch
574,96648,height,340mm
575,96649,height,"60"""
576,96650,width,"10"""
577,96651,height,2.5 inch
578,96652,depth,"1"""
579,96653,height,"3 1/2"""
580,96654,width,2.5cm
581,96655,depth,2.5cm
582,96656,height,50x22x80x122MM
583,96657,depth,5.3 inches
584,96658,width,5.3 inches
585,96659,height,8.3 inches
586,96660,width,52 mm
587,96661,width,68mm
588,96662,height,68mm
589,96663,depth,30cm
590,96664,width,24 cm
591,96665,height,18.5 cm
592,96666,width,295 mm
593,96667,width,2.5 inches
594,96668,item_weight,The image does not provide the item_weight of the item.
595,96669,depth,35mm/1.3in
596,96670,width,105mm
597,96671,width,35 cm
598,96672,width,180cm
599,96673,depth,180cm
600,96674,width,18cm
601,96675,height,11.6 inches
602,96676,depth,7 cm
603,96677,height,7 cm
604,96678,width,7 cm
605,96679,depth,25mm
606,96680,width,75mm
607,96681,height,50.8cm/20in
608,96682,depth,50.8cm
609,96683,height,1.18in
610,96684,depth,3cm
611,96685,height,"164cm (64.50"")"
612,96686,depth,80.5 cm
613,96687,depth,43 cm
614,96688,depth,The depth of the item is 12.3 cm.
615,96689,width,12.3 cm
616,96690,height,12.3 cm
617,96691,height,"40"" H"
618,96692,width,15 in
619,96693,depth,6 in
620,96694,height,"7.5"""
621,96695,width,"4.92"""
622,96696,width,155 cm
623,96697,depth,155 cm
624,96698,depth,9.0 in
625,96699,width,9.0 in
626,96700,depth,"12.5"""
627,96701,width,"12.5"""
628,96702,height,12.5 inches
629,96703,height,25cm
630,96704,width,2.55 inch
631,96705,depth,6cm
632,96706,width,6cm
633,96707,depth,70.5 mm
634,96708,width,32.5 mm
635,96709,height,"55.1"""
636,96710,width,14.1 inches
637,96711,depth,14.1 in
638,96712,width,5.8in
639,96713,item_weight,6.5 lbs
640,96714,maximum_weight_recommendation,300 lbs
641,96715,width,22.8 in
642,96716,height,22.8 in
643,96717,height,16cm
644,96718,depth,7.5cm
645,96719,width,11in/28cm
646,96720,height,59 in
647,96721,width,3.5cm
648,96722,height,3.5cm
649,96723,width,"16"""
650,96724,height,3.4 inches
651,96725,depth,3.4 inches
652,96726,height,138mm
653,96727,maximum_weight_recommendation,2500lbs/110kg
654,96728,height,76 cm
655,96729,width,78 cm
656,96730,width,80cm
657,96731,depth,1.4m
658,96732,height,11 in
659,96733,width,12cm
660,96734,depth,24cm
661,96735,width,"10.5"""
662,96736,height,"10.5"" x 16"""
663,96737,width,"10.6"""
664,96738,height,"10.6"""
665,96739,depth,6.7 inches
666,96740,height,4.7 ft
667,96741,depth,2.25 in
668,96742,height,2.25 in
669,96743,height,191 cm
670,96744,depth,3ft
671,96745,height,3ft
672,96746,height,"19.1"""
673,96747,height,38 inch
674,96748,width,38 inch
675,96749,depth,38 inch
676,96750,width,84cm
677,96751,maximum_weight_recommendation,10 lbs
678,96752,height,104 cm
679,96753,width,5.5cm
680,96754,depth,2.6cm
681,96755,depth,18CM
682,96756,width,"56"""
683,96757,depth,"56"""
684,96758,height,3.15/8cm
685,96759,depth,80mm
686,96760,height,80mm
687,96761,height,14.17 inches
688,96762,height,"28"""
689,96763,width,"5"" x 7"""
690,96764,depth,"5"" x 7"""
691,96765,width,60 inches / 152 cm
692,96766,depth,60 inches / 152 cm
693,96767,width,"19.7"""
694,96768,height,6 inch
695,96769,depth,1.75 inch
696,96770,height,H-159 CM
697,96771,width,H-159 CM
698,96772,depth,H-101CM
699,96773,width,200CM
700,96774,width,52cm
701,96775,width,12 cm
702,96776,height,75 cm
703,96777,width,48 inches
704,96778,height,48 inches
705,96779,width,30cm
706,96780,depth,30cm
707,96781,width,13.5cm
708,96782,height,6.69in (170mm)
709,96783,width,1538mm
710,96784,height,17.71 in
711,96785,height,11.5 cm
712,96786,height,5.12 inches
713,96787,depth,50 cm / 19.6 in
714,96788,width,50 cm
715,96789,height,50 cm / 19.6 in
716,96790,width,30mm
717,96791,height,143cm
718,96792,depth,143cm
719,96793,width,143cm
720,96794,depth,600D
721,96795,width,5 in
722,96796,height,12.8 cm
723,96797,depth,12.8 cm
724,96798,height,247 mm x 100 mm
725,96799,depth,12cm
726,96800,height,12cm
727,96801,height,3.20 m
728,96802,height,63.5cm
729,96803,depth,3 ft
730,96804,depth,7cm
731,96805,width,7cm
732,96806,width,"33.2"""
733,96807,item_weight,22 LBS
734,96808,maximum_weight_recommendation,260 LBS
735,96809,width,17cm
736,96810,depth,17cm
737,96811,height,17 cm
738,96812,item_weight,50g
739,96813,height,23.8 cm
740,96814,width,75.5 cm
741,96815,height,36 inches
742,96816,depth,2.1 inch (55mm)
743,96817,depth,"1.0 in
4.3 in
5.9 in
3.9 in"
744,96818,height,5.7in
745,96819,depth,5.7in
746,96820,height,30cm
747,96821,wattage,The image does not provide the wattage of the item.
748,96822,height,23cm/9.1 inch
749,96823,item_weight,10.7 oz (330g)
750,96824,width,"30"""
751,96825,depth,"40"""
752,96826,height,43 / 11cm
753,96827,width,"0.7"" / 1.8cm"
754,96828,width,30mm
755,96829,depth,30mm
756,96830,width,2.5in
757,96831,depth,0.9 inch
758,96832,height,2.4 inches
759,96833,depth,6.5cm
760,96834,height,95-55mm
761,96835,width,27 cm
762,96836,depth,23 cm
763,96837,depth,9.3 cm
764,96838,item_weight,72lb
765,96839,height,3.75 inches
766,96840,depth,3.75 inches
767,96841,height,142mm
768,96842,depth,142mm
769,96843,width,1.5cm
770,96844,depth,1.5cm
771,96845,width,26.3cm
772,96846,height,26.3cm
773,96847,item_weight,The image does not provide any information regarding the weight of the item.
774,96848,height,7.9in
775,96849,depth,22.2mm
776,96850,width,22.2mm
777,96851,height,0.87in
778,96852,depth,3.0 cm
779,96853,width,5.5 cm
780,96854,height,"7'6"" x 10'9"""
781,96855,depth,4.5in (115mm)
782,96856,depth,"17"""
783,96857,depth,13.2 cm
784,96858,width,13.2 cm
785,96859,height,35cm
786,96860,depth,35cm
787,96861,width,35cm
788,96862,height,11.81 in
789,96863,height,"6.5"""
790,96864,depth,"6.5"""
791,96865,width,"6.5"""
792,96866,height,132mm
793,96867,width,7.8in
794,96868,width,48.5cm
795,96869,depth,5.1 inches
796,96870,width,5.1 inches
797,96871,width,23.6 in
798,96872,depth,10cm
799,96873,depth,3.93in/10cm
800,96874,height,16 ft
801,96875,width,"30.25"""
802,96876,width,"25.4 (1"")"
803,96877,height,12cm
804,96878,height,"14"" / 35.6cm"
805,96879,height,199 cm
806,96880,width,100mm
807,96881,height,"83.1"""
808,96882,maximum_weight_recommendation,100 kg
809,96883,item_weight,100 kg
810,96884,width,40 in
811,96885,depth,"5"""
812,96886,width,"10"""
813,96887,depth,68cm
814,96888,height,7.3 inches
815,96889,width,"11.25"""
816,96890,height,10cm
817,96891,width,28cm
818,96892,depth,10cm
819,96893,item_volume,1000 ml
820,96894,width,17 IN
821,96895,height,72cm
822,96896,height,"15.75"""
823,96897,height,125mm
824,96898,depth,210mm x 297mm
825,96899,width,297mm
826,96900,height,10.6 inches
827,96901,item_weight,The image does not provide the item_weight of the MediaTek Helio A22.
828,96902,maximum_weight_recommendation,5 kg
829,96903,item_weight,5kg
830,96904,height,18 cm
831,96905,height,"22.1"""
832,96906,depth,"28.5"""
833,96907,height,90cm
834,96908,depth,90cm
835,96909,depth,13 inches
836,96910,width,10 inches
837,96911,width,31.50-36.22in
838,96912,depth,6ft
839,96913,depth,80.00mm
840,96914,height,90CM
841,96915,height,2.88 inch
842,96916,width,2.88 inch
843,96917,height,"22"""
844,96918,width,"78"""
845,96919,item_weight,17 FT
846,96920,wattage,60W
847,96921,height,"16 1/6"""
848,96922,height,2.5 inch
849,96923,depth,2.1 inch
850,96924,height,78mm / 3.07in
851,96925,height,9.4 inches
852,96926,width,13.4 inches
853,96927,height,3.8cm
854,96928,width,60in (152.4cm)
855,96929,depth,60in (152.4cm)
856,96930,depth,"20cm
18cm
13cm
9cm
8cm
6cm"
857,96931,width,18cm
858,96932,height,"20cm
18cm
13cm
9cm
8cm
6cm"
859,96933,depth,14cm
860,96934,depth,1.0 in
861,96935,depth,30 mm
862,96936,height,40 mm / 1.57 inch
863,96937,depth,7.8 inches
864,96938,height,7.8 inches
865,96939,depth,4.2in
866,96940,height,4 inches
867,96941,depth,4 inches
868,96942,width,4 inches
869,96943,width,"6""-11.8"""
870,96944,height,15in
871,96945,width,10.5 in
872,96946,depth,10.5 in
873,96947,height,"8.5"""
874,96948,depth,"4.9"""
875,96949,height,35.03 in - 43.30 in
876,96950,item_weight,The item weight is not specified in the image.
877,96951,wattage,100W
878,96952,depth,5.9in
879,96953,height,5.9in
880,96954,width,"25"""
881,96955,depth,5 ft (150 cm)
882,96956,width,"6.1"""
883,96957,height,"8.6"""
884,96958,depth,250mm
885,96959,height,250mm
886,96960,height,22mm
887,96961,item_weight,200W
888,96962,height,36cm
889,96963,height,21x30 cm
890,96964,depth,52cm
891,96965,height,150cm
892,96966,width,30cm
893,96967,width,80mm
894,96968,item_weight,297g
895,96969,depth,25cm
896,96970,width,200cm
897,96971,height,86.36 cm
898,96972,height,"28"""
899,96973,depth,320 mm
900,96974,depth,96 inch
901,96975,height,"30.25"""
902,96976,height,10.6 inches
